annotation_id,repository,issue_number,issue_url,title,thread_text,comments_count,heuristic_score,matched_patterns,primary_label,has_workaround,user_goal,obstacle,workaround,human_cost,underlying_need,evidence_quote,confidence,annotator_notes
NS-0019,n8n-io/n8n,34934,https://github.com/n8n-io/n8n/issues/34934,Cal.com nodes & credential still use API V1,"TITLE:
Cal.com nodes & credential still use API V1

ISSUE DESCRIPTION:
### Bug Description

Cal.com nodes and credential are bugged and still seems to use API v1 even when set to ""v2.0 onwards"".

### To Reproduce

Create cal.com node.
Check if API version is set to v2.0 Onwards
Create credential with cal_live_xxxxxx api key (already gives an error).
Try set credential anyway: 
Get V1 depricated notice: (API v1 has been decommissioned. Please migrate to API v2: https://cal.com/docs/api-reference/v2)

### Expected behavior

I expect it to connect API V2 and test the cal api key and get triggered by the set events of the node.

### Debug Info

# Debug info

## core

- n8nVersion: 2.31.6
- platform: docker (self-hosted)
- nodeJsVersion: 24.16.0
- nodeEnv: production
- database: postgres
- executionMode: regular
- concurrency: -1
- license: enterprise (production)
- consumerId: f9171517-e92f-4dd6-8c57-e457ace2a11b

## storage

- success: all
- error: all
- progress: false
- manual: true
- binaryMode: filesystem

## pruning

- enabled: true
- maxAge: 336 hours
- maxCount: 10000 executions

## client

- userAgent: mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/150.0.0.0 safari/537.36
- isTouchDevice: false

## cluster

- instanceCount: 1
- versions: 2.31.6
- instances:
 - instanceKey: 8e2c627d-7c61-48e2-bdab-851ad5a4e547, hostId: main-6f25dab09668, instanceType: main, instanceRole: leader, version: 2.31.6
- checks:
 - check: hostid-clash, status: succeeded, warnings: -
 - check: lifecycle, status: succeeded, warnings: -
 - check: split-brain, status: succeeded, warnings: -
 - check: version-mismatch, status: succeeded, warnings: -

Generated at: 2026-07-24T19:10:24.889Z

### Operating System

alpine LXC (Proxmox)

### n8n Version

2.31.6

### Node.js Version

24

### Database

PostgreSQL

### Execution mode

main (default)

### Hosting

self hosted",1,0,,,,,,,,,,,
NS-0020,n8n-io/n8n,34545,https://github.com/n8n-io/n8n/issues/34545,Task Runner timeout errors when executing Code nodes,"TITLE:
Task Runner timeout errors when executing Code nodes

ISSUE DESCRIPTION:
Describe the problem/error/question

I am running n8n Cloud version 2.20.11 and I am consistently experiencing Task Runner timeout errors when executing Code nodes.

The workflow itself executes correctly until it reaches a Code node. Even replacing the code with a minimal implementation such as:

return items;

the same timeout error occurs.

This suggests that the issue is not related to the JavaScript code itself, but that the Task Runner is unavailable, overloaded, or not responding within the configured timeout.

The error occurs repeatedly across different workflows, indicating it may be an infrastructure issue rather than a workflow configuration problem.

Could you please verify:

Whether the Task Runner service is healthy.
Whether the runners are overloaded or unavailable.
Whether there is a known issue with n8n Cloud version 2.20.11 related to Task Runners.
Whether the environment variable N8N_RUNNERS_TASK_REQUEST_TIMEOUT can be increased.
Whether restarting the Task Runner service or upgrading the n8n instance is recommended.
What is the error message (if any)?
Task request timed out after 20 seconds

Your Code node task was not matched to a runner within the timeout period. This indicates that the task runner is currently down, or not ready, or at capacity, so it cannot service your task.

If you are repeatedly executing Code nodes with long-running tasks across your instance, please space them apart to give the runner time to catch up.

If this does not describe your use case, please open a GitHub issue or reach out to support.

If needed, you can increase the timeout using the N8N_RUNNERS_TASK_REQUEST_TIMEOUT environment variable.

Stack Trace:

Error: Task request timed out after 20 seconds
 at LocalTaskRequester.requestExpired
 at LocalTaskRequester.onMessage
 at TaskBroker.handleRequestTimeout
 at Timeout.<anonymous>

Environment:

n8n Version: 2.20.11 (Cloud)
Binary Data Mode: filesystem
Please share your workflow/screenshots/recording

The issue is reproducible in multiple workflows.

It occurs as soon as execution reaches any Code node, including nodes containing only:

return items;

This indicates the workflow logic is not the cause of the timeout.

(Workflow JSON and screenshots can be attached separately.)

Share the output returned by the last node

The previous node completes successfully and produces valid output.

The workflow stops before entering the Code node because the Task Runner request expires after 20 seconds.

No output is produced by the Code node since it never starts execution.

Debug info
Platform: n8n Cloud (Cloudfy hosting)
Version: 2.20.11
Issue frequency: Consistent / reproducible
Affected node type: Code node (JavaScript)
Minimal reproduction: A Code node containing only return items; still triggers the timeout.
Observed behavior: The Task Runner never starts processing the request and the execution fails after 20 seconds.
Expected behavior: The Code node should execute immediately and return the input items unchanged.

I suspect the issue is related to the Task Runner infrastructure (runner unavailable, unhealthy, or overloaded) rather than the workflow itself. Could you please verify the status of the Task Runner service and advise whether a restart, timeout adjustment, or upgrade is required?

### core

- n8nVersion: 2.20.11
- platform: docker (self-hosted)
- nodeJsVersion: 24.15.0
- nodeEnv: production
- database: postgres
- executionMode: regular
- concurrency: -1
- license: enterprise (production)

### storage

- success: all
- error: all
- progress: false
- manual: true
- binaryMode: filesystem

### pruning

- enabled: true
- maxAge: 336 hours
- maxCount: 10000 executions

### client

- userAgent: mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/150.0.0.0 safari/537.36
- isTouchDevice: false

Generated at: 2026-07-20T09:31:44.345Z

DISCUSSION:
Hey @lucianodsantana,

Thank you for reaching out! We’ve received your issue and are looking into it. To help us track this internally, we’ve created a Linear ticket with the reference: ""GHC-9023"".

We’ll keep you updated as we make progress, but if you have any additional details or context to share, feel free to add them here - it’s always helpful!

Thanks for your patience and for bringing this to our attention.

---
> For *INTERNAL* use only: [GHC-9023](https://linear.app/n8n/issue/GHC-9023)

--- COMMENT ---

Our n8n instance is currently running version 2.20.11 (Cloud), which is approximately 10 versions behind the current release.

We are experiencing recurring Task Runner timeout errors:

Task request timed out after 20 seconds

We have already optimized the workflow and verified that the issue is not related to workflow logic. The errors occur while waiting for a Task Runner to execute Code nodes.

Could you please:

Update our instance to the latest stable version.
Verify that the Task Runner service is healthy.
Check whether there are any known issues affecting version 2.20.11.
Confirm whether the update includes fixes related to Task Runners or Code node execution.

Based on the troubleshooting performed, I believe the issue is related to the Task Runner service rather than the workflow itself.

I would appreciate if you could verify the following:

Check whether the JavaScript Task Runner is running correctly and accepting new tasks.
Restart the Task Runner service assigned to my instance.
Verify whether my instance is experiencing Task Runner capacity issues.
Check for any known bugs affecting n8n Cloud 2.20.11 related to Task Runners.
If available, upgrade my instance to the latest stable version of n8n.
Verify whether the timeout is being reached before the Task Runner actually starts processing the request.
If necessary, increase the N8N_RUNNERS_TASK_REQUEST_TIMEOUT value for my instance.
Review the Task Runner logs for my instance to identify why requests expire after exactly 20 seconds.

The workflow itself has already been validated:

The error occurs even with a Code node containing only:
return items;
The previous nodes execute successfully.
The timeout happens before the JavaScript code begins execution.

For these reasons, I believe this is an infrastructure or Task Runner availability issue rather than a workflow implementation problem.

<img width=""295"" height=""372"" alt=""Image"" src=""https://github.com/user-attachments/assets/b968f675-67e3-4a37-b842-11c0af83da79"" />

--- COMMENT ---

@lucianodsantana Please email the support team using help@n8n.io and they will be able to look into the instance for you. It is likely an issue with the instance and not something we can fix here.",3,1,repetition,,,,,,,,,,
NS-0021,n8n-io/n8n,34838,https://github.com/n8n-io/n8n/issues/34838,Webhook Problem,"TITLE:
Webhook Problem

ISSUE DESCRIPTION:
Todos os webhooks de produção da minha conta n8n Cloud retornam 404 ""not registered"", mesmo com workflows ativos e publicados. Testei com curl direto (sem passar pelo portal). Workflows com schedule/cron funcionam normalmente. Preciso que a tabela de roteamento de webhooks da minha conta seja recriada.

Exemplo de workflow afetado: ID qtnNWeSn3fJcRfKs, URL https://smartshop121.app.n8n.cloud/webhook/239874da-dc85-4acb-9ffe-fc28049b2db2/criar-subconta-asaas",1,0,,,,,,,,,,,
NS-0022,n8n-io/n8n,34936,https://github.com/n8n-io/n8n/issues/34936,"New production webhooks return 404 ""not registered"" despite active workflow and valid webhook_entity records","TITLE:
New production webhooks return 404 ""not registered"" despite active workflow and valid webhook_entity records

ISSUE DESCRIPTION:
### Bug Description

We run a self-hosted n8n instance (Docker, SQLite backend, regular/single-process execution mode) behind Traefik. One pre-existing production webhook works normally and returns 200. However, every new webhook we create — regardless of creation method (REST API or manually through the editor UI) — returns 404 ""not registered"" on its production URL, even though the workflow shows active: true, is published, has a correct row in webhook_entity, and workflow_entity.active = 1.

Full error body:
{
 ""code"": 404,
 ""message"": ""The requested webhook \""POST <webhookId>/<path>\"" is not registered."",
 ""hint"": ""The workflow must be active for a production URL to run successfully...""
}

We ruled out reverse proxy, DNS, caching, and multi-process/queue-mode causes. Details, evidence, and tests performed are in the comment below (too long for this field).

Note: we found a related report, #34840, with the same 404 ""not registered"" symptom — but that instance was n8n Cloud, and was closed as out-of-scope for this repo (""likely to be something with the cloud instance rather than a general bug""). Flagging it here only as related context, not as a duplicate: our instance is self-hosted (Docker + SQLite), so this should be in scope for this repository.

### To Reproduce

1.⁠ ⁠Create any new workflow with a single Webhook node (POST, unique path)
2.⁠ ⁠Publish / activate the workflow
3.⁠ ⁠Send a POST request to the workflow's production URL
4.⁠ ⁠Observe 404 ""not registered"", even though the workflow is confirmed active and published, and even though a request to the same instance's pre-existing (older) webhook responds 200 normally

Reproduces consistently whether the workflow/node is created via REST API or manually through the editor UI.

### Expected behavior

A newly created and published/activated webhook should be registered in the running instance's HTTP router and respond without 404, exactly like the pre-existing webhook does.

### Debug Info

# Debug info

## core

- n8nVersion: 2.30.5
- platform: docker (self-hosted)
- nodeJsVersion: 24.16.0
- nodeEnv: production
- database: sqlite
- executionMode: regular
- concurrency: -1
- license: enterprise (production)
- consumerId: d9a3e175-4332-456c-b15d-f048ca85af41

## storage

- success: all
- error: all
- progress: false
- manual: true
- binaryMode: filesystem

## pruning

- enabled: true
- maxAge: 336 hours
- maxCount: 10000 executions

## client

- userAgent: mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/150.0.0.0 safari/537.36
- isTouchDevice: false

## cluster

- instanceCount: 1
- versions: 2.30.5
- instances:
 - instanceKey: 42dde4aa-5c38-4b54-b754-4cfdad6a8fbb, hostId: main-a3fde55693a1, instanceType: main, instanceRole: leader, version: 2.30.5
- checks:
 - check: hostid-clash, status: succeeded, warnings: -
 - check: lifecycle, status: succeeded, warnings: -
 - check: split-brain, status: succeeded, warnings: -
 - check: version-mismatch, status: succeeded, warnings: -

Generated at: 2026-07-24T20:50:16.976Z

### Operating System

Ubuntu Linux (Hetzner VPS)

### n8n Version

2.30.5

### Node.js Version

24.16.0

### Database

SQLite (default)

### Execution mode

main (default)

### Hosting

self hosted",1,1,manual_process,,,,,,,,,,
NS-0023,n8n-io/n8n,34675,https://github.com/n8n-io/n8n/issues/34675,Support Application Default Credentials (auto-detect) for GCP Secrets Manager external secrets provider,"TITLE:
Support Application Default Credentials (auto-detect) for GCP Secrets Manager external secrets provider

ISSUE DESCRIPTION:
**Is your feature request related to a problem? Please describe.**
The GCP Secrets Manager external secrets provider (`packages/cli/src/modules/external-secrets.ee/providers/gcp-secrets-manager/gcp-secrets-manager.ts`) only accepts a pasted service account JSON key (`client_email` + `private_key`). There's no way to use Application Default Credentials — e.g. GKE Workload Identity Federation, or `GOOGLE_APPLICATION_CREDENTIALS`/metadata-server-based auth.

This is inconsistent with the AWS Secrets Manager provider, which already supports an `authMethod` field with two options: `iamUser` (static access key/secret) and `autoDetect` (AWS SDK default credential provider chain — env vars, IAM roles, instance/container profiles). Static, long-lived JSON keys are a known security anti-pattern for GCP service accounts and are exactly what an external-secrets feature should help teams move away from.

**Describe the solution you'd like**
Add an `authMethod` option to the GCP Secrets Manager provider config, mirroring the AWS provider's pattern:
- `serviceAccountKey` (current behavior) — paste JSON key, unchanged.
- `autoDetect` — omit `credentials` when constructing `SecretManagerServiceClient`, letting `@google-cloud/secret-manager` fall back to Application Default Credentials (metadata server / Workload Identity Federation on GKE, `GOOGLE_APPLICATION_CREDENTIALS` env var elsewhere).

`project_id` would still need to be supplied explicitly (or optionally auto-detected from the metadata server, same as the GCP client libraries support).

**Describe alternatives you've considered**
Rotating the service account key on a schedule via the public API. Works but keeps a long-lived credential in play and adds operational overhead the feature is otherwise meant to eliminate.",1,1,forced_action,,,,,,,,,,
NS-0024,n8n-io/n8n,34940,https://github.com/n8n-io/n8n/issues/34940,Add REFUTE scientific critique + calibration benchmark,"TITLE:
Add REFUTE scientific critique + calibration benchmark

ISSUE DESCRIPTION:
## Proposal

Add **REFUTE** to related / evaluation / research tooling docs if this project surfaces LLM or agent science workflows.

REFUTE is a scientific critique + calibration benchmark (paper-grounded claims → predictions → judge scores → Brier/ECE).

- Product: https://bgpt.pro/refute
- Inspect task: https://github.com/connerlambden/refute-inspect
- Interim preprint release: https://github.com/connerlambden/refute-inspect/releases/tag/v3.0.0-preprint

Happy to adjust wording / PR if preferred.",1,0,,,,,,,,,,,
NS-0025,n8n-io/n8n,34548,https://github.com/n8n-io/n8n/issues/34548,The built-in LDAP module does not work,"TITLE:
The built-in LDAP module does not work

ISSUE DESCRIPTION:
### Bug Description

Hello!

I try to configure built-in LDAP on n8n 2.21.5 (docker.io/n8nio/n8n:2.21.5).
Search For and Attribute got and error: ""Error fetching options from Ldap"".
Also if I run then got and error ""UnbindRequest: Operation timed out"".

However n8n-nodes-ldap@0.1.10 works without an error when I install it.

### To Reproduce

1. Go to Workflows
2. Create workflow
3. Add steps:
 - Trigger manually
 - LDAP
4. Configure LDAP
 - Credential: LDAP account
 - Operation: Search
 - Base DN: dc=example,dc=local
 - Search For: Error fetching options from Ldap
 - Attribute: Error fetching options from Ldap
 - Search Text:
5. Reopen LDAP configuration window
6. Click on 'Execute step'
7. See error

### Expected behavior

Search For and Attribute fields should contains data. Execute Step should fetch data to OUTPUT.

### Debug Info

Container logs:

2026-07-20T09:29:58.310Z | error | UnbindRequest: Operation timed out
Error: UnbindRequest: Operation timed out
 at Timeout._onTimeout (/usr/local/lib/node_modules/n8n/node_modules/.pnpm/ldapts@4.2.6/node_modules/ldapts/Client.ts:892:29)
 at listOnTimeout (node:internal/timers:605:17)
 at processTimers (node:internal/timers:541:7)
 {""file"":""error-reporter.js"",""function"":""defaultReport""}
2026-07-20T09:29:58.853Z | error | UnbindRequest: Operation timed out
Error: UnbindRequest: Operation timed out
 at Timeout._onTimeout (/usr/local/lib/node_modules/n8n/node_modules/.pnpm/ldapts@4.2.6/node_modules/ldapts/Client.ts:892:29)
 at listOnTimeout (node:internal/timers:605:17)
 at processTimers (node:internal/timers:541:7)
 {""file"":""error-reporter.js"",""function"":""defaultReport""}
2026-07-20T09:29:59.581Z | error | timeout of 6000ms exceeded
AxiosError: timeout of 6000ms exceeded
 at createTimeoutError (/usr/local/lib/node_modules/n8n/node_modules/.pnpm/axios@1.16.0/node_modules/axios/lib/adapters/http.js:489:16)
 at RedirectableRequest.handleTimeout (/usr/local/lib/node_modules/n8n/node_modules/.pnpm/axios@1.16.0/node_modules/axios/lib/adapters/http.js:1119:17)
 at RedirectableRequest.emit (node:events:509:28)
 at Timeout._onTimeout (/usr/local/lib/node_modules/n8n/node_modules/.pnpm/follow-redirects@1.16.0/node_modules/follow-redirects/index.js:233:12)
 at listOnTimeout (node:internal/timers:605:17)
 at processTimers (node:internal/timers:541:7)
 at Axios.request (/usr/local/lib/node_modules/n8n/node_modules/.pnpm/axios@1.16.0/node_modules/axios/lib/core/Axios.js:46:41)
 at processTicksAndRejections (node:internal/process/task_queues:104:5)
 at paginatedRequest (/usr/local/lib/node_modules/n8n/src/modules/community-packages/strapi-utils.ts:57:15)
 at getCommunityNodeTypes (/usr/local/lib/node_modules/n8n/src/modules/community-packages/community-node-types-utils.ts:54:9)
 at CommunityNodeTypesService.fetchNodeTypes (/usr/local/lib/node_modules/n8n/src/modules/community-packages/community-node-types.service.ts:91:13)
 at CommunityNodeTypesService.getCommunityNodeTypes (/usr/local/lib/node_modules/n8n/src/modules/community-packages/community-node-types.service.ts:211:4)
 at CommunityNodeTypesController.getCommunityNodeTypes (/usr/local/lib/node_modules/n8n/src/modules/community-packages/community-node-types.controller.ts:18:10)
 at handler (/usr/local/lib/node_modules/n8n/src/controller.registry.ts:111:12)
 at /usr/local/lib/node_modules/n8n/src/response-helper.ts:118:17
 {""file"":""error-reporter.js"",""function"":""defaultReport""}
2026-07-20T09:29:59.581Z | error | Error while fetching community nodes: timeout of 6000ms exceeded {""file"":""strapi-utils.js"",""function"":""paginatedRequest""}

### Operating System

Debian 12

### n8n Version

2.21.5

### Node.js Version

24.15.0

### Database

PostgreSQL

### Execution mode

main (default)

### Hosting

self hosted

DISCUSSION:
Hey @kovkyr,

Thank you for reaching out! We’ve received your issue and are looking into it. To help us track this internally, we’ve created a Linear ticket with the reference: ""GHC-9025"".

We’ll keep you updated as we make progress, but if you have any additional details or context to share, feel free to add them here - it’s always helpful!

Thanks for your patience and for bringing this to our attention.

---
> For *INTERNAL* use only: [GHC-9025](https://linear.app/n8n/issue/GHC-9025)

--- COMMENT ---

@kovkyr Which LDAP provider are you using? I have a workflow running that tests the node against OpenLDAP and it seems to be working on the latest release.

--- COMMENT ---

@Joffcom Windows Server 2022 Standard

In test environment both built-in and n8n-nodes-ldap@0.1.10 works on Windows Server 2019 Standard. Built-in node works after n8n-nodes-ldap@0.1.10 node unistall.

But in prod environment only n8n-nodes-ldap@0.1.10 works on Windows Server 2022 Standard.

--- COMMENT ---

Just updated n8n containers version from 2.21.5 to 2.31.4 and built-in LDAP working now on Windows Server 2022 Standard ldap provider. The problem can be closed.",4,1,manual_process,,,,,,,,,,
NS-0026,n8n-io/n8n,34915,https://github.com/n8n-io/n8n/issues/34915,"Platform goes offline a lot, no reason to be found","TITLE:
Platform goes offline a lot, no reason to be found

ISSUE DESCRIPTION:
<!-- Please follow the template below. Skip the questions that are not relevant to you. -->

## Describe the problem/error/question
The last week the whole Channable n8n (https://channable.app.n8n.cloud/home/workflows) crashes a lot. It does not only happen during executions, but randomly as well. It does not seem like the usage is over the limit, so we are not sure what is causing this issue, we couldn't find documentation on this either. 

Can you let me know what the issue is; is it on your end or my end? Thanks in advance

## What is the error message (if any)?
Workspace offline

## Please share your workflow/screenshots/recording

```
(Select the nodes on your canvas and use the keyboard shortcuts CMD+C/CTRL+C and CMD+V/CTRL+V to copy and paste the workflow.)
⚠️ WARNING ⚠️ If you have sensitive data in your workflow (like API keys), please remove it before sharing.
```

## Share the output returned by the last node
<!-- If you need help with data transformations, please also share your expected output. -->

## Debug info

### core

- n8nVersion: 2.31.5
- platform: docker (cloud)
- nodeJsVersion: 24.16.0
- nodeEnv: production
- database: sqlite
- executionMode: regular
- concurrency: 50
- license: enterprise (sandbox)

### storage

- success: all
- error: all
- progress: false
- manual: true
- binaryMode: filesystem

### pruning

- enabled: true
- maxAge: 720 hours
- maxCount: 25000 executions

### client

- userAgent: mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/150.0.0.0 safari/537.36
- isTouchDevice: false

Generated at: 2026-07-24T13:33:19.977Z",1,0,,,,,,,,,,,
NS-0027,n8n-io/n8n,34884,https://github.com/n8n-io/n8n/issues/34884,"Published workflows fail with ""Execution limit reached"" after successful payment","TITLE:
Published workflows fail with ""Execution limit reached"" after successful payment

ISSUE DESCRIPTION:
Hello,

My Starter Monthly subscription is active.

Today's payment (24 July 2026) was completed successfully.

I restarted my workspace and it is online.

Manual workflow executions work correctly when I execute the workflow manually.

However, every Published Telegram Trigger workflow fails immediately in the ""On message"" trigger with the error:

Execution limit reached. Consider upgrading your plan.

I have already:

confirmed the payment was completed,
restarted the workspace,
verified the workspace is online.

Could you please check my account and refresh the execution quota for production workflows?
Screenshorts: https://drive.google.com/drive/folders/18E6TP_Ej2apNndUX0MuectTJz1lWfUVb?usp=sharing

Thank you.",1,1,manual_process,,,,,,,,,,
NS-0028,n8n-io/n8n,34951,https://github.com/n8n-io/n8n/issues/34951,pagination expression referencing $request sends masked credential placeholder instead of real value,"TITLE:
pagination expression referencing $request sends masked credential placeholder instead of real value

ISSUE DESCRIPTION:
### Bug Description

### Bug Description

The HTTP Request node exposes a `$request` object to pagination expressions (used in ""Next URL"" and ""Update a Parameter in Each Request"" pagination modes). For security, any credential-bearing field on `$request` (e.g. `headers.Authorization`) is masked with the placeholder string `**hidden**` before the expression can read it — see `sanitizeUiMessage()` in `packages/nodes-base/nodes/HttpRequest/GenericFunctions.ts`.

If a pagination expression reads one of those masked fields and forwards it into the next request (e.g. `{{$request.headers.Authorization}}`, a natural thing to try when building cursor/header-based pagination for an API), the literal string `**hidden**` is sent as the real header value instead of the actual credential. This silently breaks authentication on page 2 onward with a confusing failure (typically a 401 from the third-party API), rather than a clear n8n-side error explaining what went wrong.

This was found while investigating #16005, which is a separate, broader bug (auth being dropped entirely during pagination for generic credential types, already covered by open PR #25470) — this issue is specifically about users who try to manually carry `$request` fields forward into their pagination configuration.

### To Reproduce

1. Create an HTTP Request node with Bearer Auth (Generic Credential Type) configured
2. Enable pagination, mode ""Update a Parameter in Each Request""
3. Add a parameter of type ""Headers"" with name `Authorization` and value set to the expression `{{$request.headers.Authorization}}`
4. Execute the node against an API that requires the Authorization header on every paginated request

### Expected behavior

Either the real Authorization header value is forwarded (not possible without exposing the raw secret to the expression engine), or n8n throws a clear, actionable error telling the user that authenticated fields are already included in every paginated request automatically and must not be read back out of `$request`.

### Debug Info

N/A — not tied to a specific instance

### Operating System

N/A — reproducible on any platform

### n8n Version

Reproducible on current `master` (verified in code, not yet in a running instance)

### Node.js Version

N/A

### Database

SQLite (default)

### Execution mode

main (default)

### Hosting

n8n cloud",1,2,manual_process | alternative_method,,,,,,,,,,
NS-0029,n8n-io/n8n,34781,https://github.com/n8n-io/n8n/issues/34781,How can I install this in my server,"TITLE:
How can I install this in my server

ISSUE DESCRIPTION:
I want to install this things so I work better in my webspacekit, kindly help me how I can upgrade this ? Does I have to update my plan of I can do this in my current plan... I want to install yt-dlp, ffmpeg and PHPcurl ext .

DISCUSSION:
Thank you for taking the time to submit this issue! Unfortunately, it looks like the issue template hasn’t been fully completed. The template is crucial because it helps us understand the problem better and resolve it more efficiently.

We’ll go ahead and close this issue for now. If you’d still like assistance, please feel free to reopen the issue after filling out the required information in the template. Alternatively, you can create a new issue using the template to provide the missing details.

We appreciate your understanding and look forward to assisting you further once we have all the necessary information!

--- COMMENT ---

@priyadesai696 please follow the documentation that will get you most of the way there. 

Depending on your experience with managing servers it may be easier to go with n8n cloud.",2,1,forced_action,,,,,,,,,,
